filename,r,sample_id,mae,mdae,r2
random_7,1,5,0.46697222222222223,0.1611,-0.45633444278025026
random_7,1,6,0.5801611111111112,0.1611,-0.8353219845308029
random_7,1,7,0.46697222222222223,0.1611,-0.45633444278025026
random_7,1,8,3.349183333333334,0.2815,-164.82729015351464
random_7,1,9,0.5184833333333333,0.1611,-0.9737545596612438
random_7,1,10,0.46697222222222223,0.1611,-0.45633444278025026
random_7,1,11,0.5821944444444446,0.1611,-0.8421301439634477
random_7,2,0,0.46697222222222223,0.1611,-0.45633444278025026
random_7,2,1,0.6785183760683762,0.1611,-1.683600554623617
random_7,2,2,0.46697222222222223,0.1611,-0.45633444278025026
random_7,2,3,0.46697222222222223,0.1611,-0.45633444278025026
random_7,2,4,1.3526713675213675,0.1611,-23.26836845496318
random_7,2,5,0.3985961538461539,0.1611,0.0761007398549981
random_7,2,6,0.47075940170940167,0.1611,-0.4612115654313398
random_7,2,7,0.47075940170940167,0.1611,-0.4612115654313398
random_7,2,8,2.4329440170940178,0.2815,-86.67639918831402
random_7,2,9,0.4637824786324787,0.1611,-0.4275802220316476
random_7,2,10,0.26184401709401706,0.1611,0.6126436683114757
random_7,2,11,0.6779209401709402,0.1611,-1.5429718984474854
random_7,3,0,0.46697222222222223,0.1611,-0.45633444278025026
random_7,3,1,0.35578333333333334,0.1611,0.37893371196272685
random_7,3,2,0.46697222222222223,0.1611,-0.45633444278025026
random_7,3,3,0.46697222222222223,0.1611,-0.45633444278025026
random_7,3,4,1.2381499999999999,0.06185,-19.680389140816633
random_7,3,5,0.36682777777777775,0.1611,0.2886046895449058
random_7,3,6,0.47349444444444444,0.1611,-0.4650697205659604
random_7,3,7,0.5446055555555556,0.1611,-0.6642846502376851
random_7,3,8,2.0691833333333336,0.2815,-57.242373803215166
random_7,3,9,0.3827833333333333,0.06185,0.006330214794916578
random_7,3,10,0.3827833333333333,0.06185,0.006330214794916578
random_7,3,11,0.5821944444444446,0.1611,-0.8421301439634477
random_7,4,0,0.46697222222222223,0.1611,-0.45633444278025026
random_7,4,1,0.3783307588075881,0.1611,0.3369514763311443
random_7,4,2,0.4452920054200542,0.09552804878048782,-0.4388137062382991
random_7,4,3,0.46697222222222223,0.1611,-0.45633444278025026
random_7,4,4,1.3318085365853658,0.1611,-21.435153339570363
random_7,4,5,0.38070311653116534,0.1611,0.18843315465871657
random_7,4,6,0.4457437669376694,0.09959390243902438,-0.43899817231811467
random_7,4,7,0.5107844173441735,0.1611,-0.5457827862881612
random_7,4,8,2.0743865853658536,0.2815,-60.24713489443281
random_7,4,9,0.4842467479674797,0.09959390243902438,-0.816320827471632
random_7,4,10,0.44043455284552846,0.09552804878048782,-0.39517834911682437
random_7,4,11,0.6645792682926829,0.1611,-1.4245921374587702
random_7,5,0,0.46697222222222223,0.1611,-0.45633444278025026
random_7,5,1,0.3680237704918033,0.1611,0.3872527734244785
random_7,5,2,0.4524002732240437,0.1595024590163935,-0.4426073545871989
random_7,5,3,0.46697222222222223,0.1611,-0.45633444278025026
random_7,5,4,1.292357650273224,0.1611,-20.94440687250981
random_7,5,5,0.37323943533697634,0.10279262295081959,0.12204756713579779
random_7,5,6,0.4460991803278688,0.10279262295081959,-0.43914870005585804
random_7,5,7,0.4898150273224044,0.1611,-0.493949522895752
random_7,5,8,1.9823345173041895,0.1611,-55.552601595613424
random_7,5,9,0.3431476320582878,0.10279262295081959,0.29547940055741484
random_7,5,10,0.43688041894353374,0.06185,-0.42829377584748074
random_7,5,11,0.6812836976320583,0.1611,-1.5738673840812685
random_8,1,0,2.0159611111111113,0.2962,-13.440678443819051
random_8,1,1,2.238227777777778,0.10275,-21.23877922683977
random_8,1,2,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,3,1.349338888888889,0.10275,-4.555643612891148
random_8,1,4,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,5,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,6,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,7,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,8,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,9,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,10,0.7321611111111112,0.10275,-0.47102978373129534
random_8,1,11,1.7330055555555555,0.10275,-8.913564783166878
random_8,2,0,2.316815811965812,0.2962,-25.247699886017312
random_8,2,1,1.6365183760683761,0.10275,-11.938317189350693
random_8,2,2,0.4586568376068376,0.10275,0.3409714933443697
random_8,2,3,0.9527576923076926,0.10275,-2.1369297876612743
